"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","GHECAUSES (CODE)","GHECAUSES (DISPLAY)","GHECAUSES (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BGR","Bulgaria","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","83","82.92508","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","GHE114","Stroke","","84","84.39870","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","86","86.09542","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PRY","Paraguay","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","87","86.78589","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","88","88.23125","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BWA","Botswana","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","89","88.84919","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","MLE","Male","","GHE039","Lower respiratory infections","","91","90.83665","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","93","93.14402","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","96","95.88694","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","LKA","Sri Lanka","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","100","99.74706","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PNG","Papua New Guinea","","MLE","Male","","GHE113","Ischaemic heart disease","","101","100.72398","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","GHE118","Chronic obstructive pulmonary disease","","106","105.79237","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","GHE113","Ischaemic heart disease","","112","111.82124","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MRT","Mauritania","","MLE","Male","","GHE113","Ischaemic heart disease","","114","113.79102","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","EST","Estonia","","FMLE","Female","","GHE113","Ischaemic heart disease","","116","115.70216","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CYP","Cyprus","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","120","120.07756","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","YEM","Yemen","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","122","122.45277","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","IRL","Ireland","","BTSX","Both sexes","","GHE114","Stroke","","124","123.72105","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","MLE","Male","","GHE114","Stroke","","129","128.64923","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","GHE113","Ischaemic heart disease","","132","132.06416","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","MLE","Male","","GHE114","Stroke","","134","133.73668","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISR","Israel","","FMLE","Female","","GHE114","Stroke","","139","138.85454","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","COL","Colombia","","MLE","Male","","GHE118","Chronic obstructive pulmonary disease","","144","144.17883","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SLV","El Salvador","","MLE","Male","","GHE114","Stroke","","146","146.07063","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ERI","Eritrea","","FMLE","Female","","GHE039","Lower respiratory infections","","152","151.80574","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","COL","Colombia","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","158","158.06294","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","160","159.64906","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ROU","Romania","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","164","164.47003","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","IRL","Ireland","","FMLE","Female","","GHE113","Ischaemic heart disease","","169","169.07286","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","BTSX","Both sexes","","GHE114","Stroke","","172","172.33214","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ETH","Ethiopia","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","180","179.99297","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","JAM","Jamaica","","FMLE","Female","","GHE114","Stroke","","184","184.39143","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TGO","Togo","","FMLE","Female","","GHE113","Ischaemic heart disease","","189","188.77908","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","GHE113","Ischaemic heart disease","","194","194.06068","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRA","Brazil","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","198","197.63361","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LVA","Latvia","","MLE","Male","","GHE114","Stroke","","200","200.02138","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","LBN","Lebanon","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","209","208.54202","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ERI","Eritrea","","MLE","Male","","GHE039","Lower respiratory infections","","211","210.55389","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","URY","Uruguay","","BTSX","Both sexes","","GHE114","Stroke","","217","217.17714","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ITA","Italy","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","224","223.50107","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","230","229.96794","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","234","233.83987","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","240","239.90787","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SGP","Singapore","","BTSX","Both sexes","","GHE114","Stroke","","248","247.98170","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DNK","Denmark","","MLE","Male","","GHE113","Ischaemic heart disease","","253","253.41971","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HTI","Haiti","","FMLE","Female","","GHE039","Lower respiratory infections","","264","263.85059","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","HND","Honduras","","MLE","Male","","GHE114","Stroke","","266","265.70068","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISR","Israel","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","273","272.77521","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","JPN","Japan","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","281","280.89911","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","FMLE","Female","","GHE113","Ischaemic heart disease","","290","290.44168","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LVA","Latvia","","FMLE","Female","","GHE114","Stroke","","296","295.96744","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","GHE114","Stroke","","305","304.77243","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","MLE","Male","","GHE039","Lower respiratory infections","","311","310.88712","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ECU","Ecuador","","MLE","Male","","GHE114","Stroke","","316","316.41232","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COG","Congo","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","324","323.69275","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CHE","Switzerland","","FMLE","Female","","GHE113","Ischaemic heart disease","","328","328.33267","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ITA","Italy","","MLE","Male","","GHE118","Chronic obstructive pulmonary disease","","335","334.71481","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ALB","Albania","","MLE","Male","","GHE114","Stroke","","340","340.33191","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TCD","Chad","","FMLE","Female","","GHE113","Ischaemic heart disease","","344","343.57330","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","MEX","Mexico","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","348","348.48718","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SLE","Sierra Leone","","FMLE","Female","","GHE039","Lower respiratory infections","","353","352.96570","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","GHE039","Lower respiratory infections","","361","361.01288","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","PRT","Portugal","","MLE","Male","","GHE114","Stroke","","364","364.49283","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","GHE114","Stroke","","369","368.69064","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GIN","Guinea","","MLE","Male","","GHE039","Lower respiratory infections","","376","376.07516","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","GHE114","Stroke","","379","379.03299","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CHL","Chile","","FMLE","Female","","GHE113","Ischaemic heart disease","","385","384.84216","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVK","Slovakia","","MLE","Male","","GHE114","Stroke","","392","391.93063","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","BTSX","Both sexes","","GHE113","Ischaemic heart disease","","399","399.45596","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","RWA","Rwanda","","MLE","Male","","GHE039","Lower respiratory infections","","409","408.70746","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SSD","South Sudan","","FMLE","Female","","GHE114","Stroke","","420","420.35129","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HRV","Croatia","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","437","436.73547","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","442","442.06384","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ALB","Albania","","MLE","Male","","GHE113","Ischaemic heart disease","","451","450.70358","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","IRQ","Iraq","","FMLE","Female","","GHE039","Lower respiratory infections","","466","465.63440","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","FMLE","Female","","GHE039","Lower respiratory infections","","473","473.23892","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","FMLE","Female","","GHE113","Ischaemic heart disease","","477","476.83145","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","MLE","Male","","GHE114","Stroke","","489","489.36841","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NLD","Netherlands","","FMLE","Female","","GHE114","Stroke","","494","493.99594","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","501","501.36768","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","DZA","Algeria","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","515","514.57880","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","MLE","Male","","GHE039","Lower respiratory infections","","523","523.32788","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ERI","Eritrea","","BTSX","Both sexes","","GHE114","Stroke","","534","534.19604","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","KAZ","Kazakhstan","","MLE","Male","","GHE068","Trachea, bronchus, lung cancers","","548","548.15839","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","563","562.99261","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DEU","Germany","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","569","568.84723","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BIH","Bosnia and Herzegovina","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","583","582.64026","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","600","599.65619","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","KGZ","Kyrgyzstan","","BTSX","Both sexes","","GHE114","Stroke","","617","617.09155","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","636","635.54260","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","MMR","Myanmar","","FMLE","Female","","GHE039","Lower respiratory infections","","644","643.62189","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","FMLE","Female","","GHE114","Stroke","","651","651.45477","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","GHE118","Chronic obstructive pulmonary disease","","669","668.56244","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MLI","Mali","","MLE","Male","","GHE114","Stroke","","677","676.81134","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HRV","Croatia","","FMLE","Female","","GHE113","Ischaemic heart disease","","693","693.03125","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","MLE","Male","","GHE113","Ischaemic heart disease","","715","714.69977","","","","",""
